,Date,repo,pulls_count, issue_comment_count, issues_count, review_comments_count, comments_count, commits_count,events_count, issue_events_count, releases_count, tags_count,contributors_count,,,,,
Data for presentation:,11/17/12 12:00 AM,personatestuser.org,0,10,4,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,11/17/12 12:00 AM,openbadges-backpack,0,90,2,0,0,0,0,0,0,0,13,,,,,
Data for presentation:,11/17/12 12:00 AM,FlightDeck-selenium,0,1,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,11/17/12 12:00 AM,nunjucks,0,67,0,0,0,0,0,0,0,0,7,,,,,
Data for presentation:,11/17/12 12:00 AM,tuxedo,0,0,1,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,11/17/12 12:00 AM,make.mozilla.org,0,6,2,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,11/17/12 12:00 AM,gombot,0,3,0,0,2,0,0,0,0,0,3,,,,,
Data for presentation:,11/17/12 12:00 AM,source,0,3,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,11/17/12 12:00 AM,sumo-tests,0,5,0,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,11/17/12 12:00 AM,bedrock,0,122,0,0,4,0,0,0,0,0,18,,,,,
Data for presentation:,11/17/12 12:00 AM,friendlycode,1,4,1,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,11/17/12 12:00 AM,lightbeam,0,23,0,0,0,0,0,0,0,0,6,,,,,
Data for presentation:,11/17/12 12:00 AM,mozmill,0,1,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,11/17/12 12:00 AM,standup,0,1,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,11/17/12 12:00 AM,remo,0,8,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,11/17/12 12:00 AM,mcom-tests,0,24,0,0,0,0,0,0,0,0,7,,,,,
Data for presentation:,11/17/12 12:00 AM,mozmill-ci,0,20,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,11/17/12 12:00 AM,app-validator,0,3,0,0,10,0,0,0,0,0,4,,,,,
Data for presentation:,11/17/12 12:00 AM,dxr,0,6,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,11/17/12 12:00 AM,FlightDeck,0,1,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,11/17/12 12:00 AM,Marketplace.Python,0,8,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,11/17/12 12:00 AM,Addon-Tests,0,7,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,11/17/12 12:00 AM,mortar-app-stub,0,3,0,0,2,0,0,0,0,0,3,,,,,
Data for presentation:,11/17/12 12:00 AM,playdoh-lib,0,2,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,11/17/12 12:00 AM,awsbox,0,1,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,11/17/12 12:00 AM,mortar-layouts,0,0,0,0,2,0,0,0,0,0,2,,,,,
Data for presentation:,11/17/12 12:00 AM,mozillians,0,17,0,0,1,0,0,0,0,0,5,,,,,
Data for presentation:,11/17/12 12:00 AM,persona,0,363,0,0,4,0,0,0,0,0,33,,,,,
Data for presentation:,11/17/12 12:00 AM,mozdownload,0,10,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,11/17/12 12:00 AM,mozillians-tests,0,11,0,0,0,0,0,0,0,0,7,,,,,
Data for presentation:,11/17/12 12:00 AM,butter,0,1,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,11/17/12 12:00 AM,shumway,0,23,1,0,2,0,0,0,0,0,7,,,,,
Data for presentation:,11/17/12 12:00 AM,datazilla_client,0,1,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,11/17/12 12:00 AM,basket,0,4,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,12/17/12 12:00 AM,marketplace-tests,0,44,0,0,0,0,0,0,0,0,7,,,,,
Data for presentation:,12/17/12 12:00 AM,standup,0,37,1,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,12/17/12 12:00 AM,r2d2b2g,0,102,5,0,0,0,0,0,0,0,13,,,,,
Data for presentation:,12/17/12 12:00 AM,elasticutils,0,4,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,12/17/12 12:00 AM,amo-validator,0,0,0,0,3,0,0,0,0,0,3,,,,,
Data for presentation:,12/17/12 12:00 AM,wiki-tests,0,12,0,0,0,0,0,0,0,0,7,,,,,
Data for presentation:,12/17/12 12:00 AM,node-client-sessions,0,2,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,12/17/12 12:00 AM,popcorn-docs,0,4,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,12/17/12 12:00 AM,high-fidelity,0,2,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,12/17/12 12:00 AM,friendlycode,0,5,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,12/17/12 12:00 AM,solitude,0,13,0,0,10,0,0,0,0,0,5,,,,,
Data for presentation:,12/17/12 12:00 AM,moztrap,0,2,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,12/17/12 12:00 AM,webpay,0,14,0,0,15,0,0,0,0,0,4,,,,,
Data for presentation:,12/17/12 12:00 AM,bleach,0,6,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,12/17/12 12:00 AM,socorro,0,59,0,0,0,0,0,0,3,0,6,,,,,
Data for presentation:,12/17/12 12:00 AM,doctorjs,0,5,0,0,0,0,0,0,0,0,5,,,,,
Data for presentation:,12/17/12 12:00 AM,zamboni,0,42,0,0,265,0,0,0,0,0,20,,,,,
Data for presentation:,12/17/12 12:00 AM,persona-yahoo-bridge,0,5,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,12/17/12 12:00 AM,popcorn-js,6,4,6,0,0,0,0,0,0,0,5,,,,,
Data for presentation:,12/17/12 12:00 AM,mortar-list-detail,0,3,2,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,12/17/12 12:00 AM,nunjucks,0,10,0,0,0,0,0,0,0,0,5,,,,,
Data for presentation:,12/17/12 12:00 AM,mortar-tab-view,0,3,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,12/17/12 12:00 AM,mdn-tests,0,2,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,12/17/12 12:00 AM,rhino,0,4,1,0,0,0,0,0,0,0,5,,,,,
Data for presentation:,12/17/12 12:00 AM,fjord,0,5,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,12/17/12 12:00 AM,django-badger,0,22,2,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,12/17/12 12:00 AM,playdoh,0,2,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,12/17/12 12:00 AM,tabzilla,0,1,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,12/17/12 12:00 AM,affiliates,0,3,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,12/17/12 12:00 AM,moztrap-tests,0,25,0,0,0,0,0,0,0,0,9,,,,,
Data for presentation:,12/17/12 12:00 AM,socialapi-demo,0,2,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,12/17/12 12:00 AM,django-browserid,0,25,0,0,0,0,0,0,0,0,6,,,,,
Data for presentation:,12/17/12 12:00 AM,Socorro-Tests,0,4,0,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,12/17/12 12:00 AM,addon-sdk,0,67,0,0,0,0,0,0,0,0,11,,,,,
Data for presentation:,12/17/12 12:00 AM,personatestuser.org,0,3,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,12/17/12 12:00 AM,openbadges-backpack,0,9,1,0,0,0,0,0,0,0,8,,,,,
Data for presentation:,12/17/12 12:00 AM,FlightDeck-selenium,0,4,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,12/17/12 12:00 AM,Affiliates-Tests,0,3,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,12/17/12 12:00 AM,pdf.js,0,577,6,0,0,0,0,0,0,0,45,,,,,
Data for presentation:,12/17/12 12:00 AM,make.mozilla.org,0,2,2,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,12/17/12 12:00 AM,gombot,0,29,4,0,2,0,0,0,0,0,5,,,,,
Data for presentation:,12/17/12 12:00 AM,source,0,47,1,0,0,0,0,0,0,0,5,,,,,
Data for presentation:,12/17/12 12:00 AM,sumo-tests,0,9,0,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,12/17/12 12:00 AM,bedrock,0,44,0,0,0,0,0,0,0,0,7,,,,,
Data for presentation:,12/17/12 12:00 AM,kuma,0,61,0,0,0,0,0,0,0,0,7,,,,,
Data for presentation:,12/17/12 12:00 AM,lightbeam,0,11,0,0,0,0,0,0,0,0,6,,,,,
Data for presentation:,12/17/12 12:00 AM,openbadges.org,0,12,1,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,12/17/12 12:00 AM,kpiggybank,0,3,2,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,12/17/12 12:00 AM,kitsune,0,123,0,0,1,0,0,0,0,0,6,,,,,
Data for presentation:,12/17/12 12:00 AM,kpi-dashboard,0,2,4,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,12/17/12 12:00 AM,remo,0,45,0,0,0,0,0,0,0,0,7,,,,,
Data for presentation:,12/17/12 12:00 AM,mcom-tests,0,3,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,12/17/12 12:00 AM,mozmill-ci,0,3,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,12/17/12 12:00 AM,app-validator,0,0,0,0,6,0,0,0,0,0,2,,,,,
Data for presentation:,12/17/12 12:00 AM,dxr,0,44,1,0,0,0,0,0,0,0,6,,,,,
Data for presentation:,12/17/12 12:00 AM,datazilla_client,0,2,2,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,12/17/12 12:00 AM,Addon-Tests,0,43,0,0,0,0,0,0,0,0,8,,,,,
Data for presentation:,12/17/12 12:00 AM,playdoh-lib,0,2,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,12/17/12 12:00 AM,awsbox,0,3,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,12/17/12 12:00 AM,mortar-layouts,0,0,1,7,0,0,0,0,0,0,4,,,,,
Data for presentation:,12/17/12 12:00 AM,mozillians,0,7,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,12/17/12 12:00 AM,persona,0,221,0,0,9,0,0,0,0,0,23,,,,,
Data for presentation:,12/17/12 12:00 AM,jschannel,0,1,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,12/17/12 12:00 AM,dragnet,0,6,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,12/17/12 12:00 AM,mozdownload,0,9,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,12/17/12 12:00 AM,mozillians-tests,0,4,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,12/17/12 12:00 AM,butter,0,4,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,12/17/12 12:00 AM,shumway,0,52,1,0,1,0,0,0,0,0,8,,,,,
Data for presentation:,12/17/12 12:00 AM,firefox-flicks,0,6,0,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,12/17/12 12:00 AM,basket,0,3,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/16/13 12:00 AM,marketplace-tests,0,34,0,0,0,0,0,0,0,0,8,,,,,
Data for presentation:,01/16/13 12:00 AM,standup,0,36,2,0,0,0,0,0,0,0,5,,,,,
Data for presentation:,01/16/13 12:00 AM,r2d2b2g,0,131,4,0,0,0,0,0,0,0,36,,,,,
Data for presentation:,01/16/13 12:00 AM,nightlytt,0,11,3,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,01/16/13 12:00 AM,elasticutils,0,23,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/16/13 12:00 AM,wiki-tests,0,11,0,0,0,0,0,0,0,0,5,,,,,
Data for presentation:,01/16/13 12:00 AM,source-map,0,9,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,01/16/13 12:00 AM,monolith-aggregator,0,0,0,0,6,0,0,0,0,0,3,,,,,
Data for presentation:,01/16/13 12:00 AM,webdev-contributors,0,0,3,66,8,0,0,0,0,0,11,,,,,
Data for presentation:,01/16/13 12:00 AM,mwc,0,3,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/16/13 12:00 AM,source,1,13,1,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,01/16/13 12:00 AM,high-fidelity,0,1,0,0,1,0,0,0,0,0,2,,,,,
Data for presentation:,01/16/13 12:00 AM,mediawiki-bugzilla,0,2,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/16/13 12:00 AM,kuma,0,63,0,0,0,0,0,0,0,0,5,,,,,
Data for presentation:,01/16/13 12:00 AM,fjord,0,22,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,01/16/13 12:00 AM,identity-ops,0,2,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/16/13 12:00 AM,picl-tabs,0,2,4,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,01/16/13 12:00 AM,solitude,0,18,0,0,6,0,0,0,0,0,6,,,,,
Data for presentation:,01/16/13 12:00 AM,moztrap,0,2,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/16/13 12:00 AM,webpay,0,21,0,0,25,0,0,0,0,0,7,,,,,
Data for presentation:,01/16/13 12:00 AM,bleach,0,3,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/16/13 12:00 AM,socorro,0,67,0,0,0,0,0,0,3,0,10,,,,,
Data for presentation:,01/16/13 12:00 AM,fireplace,0,30,0,0,8,0,0,0,0,0,6,,,,,
Data for presentation:,01/16/13 12:00 AM,doctorjs,0,4,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,01/16/13 12:00 AM,receiptverifier,0,1,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/16/13 12:00 AM,mortar-layouts,1,6,3,0,0,0,0,0,0,0,5,,,,,
Data for presentation:,01/16/13 12:00 AM,zamboni,0,42,0,0,117,0,0,0,0,0,18,,,,,
Data for presentation:,01/16/13 12:00 AM,mozwebqa-test-templates,0,2,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/16/13 12:00 AM,persona-yahoo-bridge,0,35,2,0,0,0,0,0,0,0,7,,,,,
Data for presentation:,01/16/13 12:00 AM,popcorn-js,8,7,9,0,0,0,0,0,0,0,7,,,,,
Data for presentation:,01/16/13 12:00 AM,nunjucks,0,58,0,0,0,0,0,0,0,0,10,,,,,
Data for presentation:,01/16/13 12:00 AM,monolith,0,0,2,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/16/13 12:00 AM,mortar-tab-view,0,2,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/16/13 12:00 AM,persona,0,339,0,0,7,0,0,0,0,0,33,,,,,
Data for presentation:,01/16/13 12:00 AM,browserid-certifier,0,10,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,01/16/13 12:00 AM,mdn-tests,0,8,0,0,0,0,0,0,0,0,6,,,,,
Data for presentation:,01/16/13 12:00 AM,togetherjs,0,20,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/16/13 12:00 AM,rhino,2,2,3,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,01/16/13 12:00 AM,status.persona.org,0,0,1,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/16/13 12:00 AM,django-badger,0,18,1,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,01/16/13 12:00 AM,playdoh,0,1,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/16/13 12:00 AM,tabzilla,0,2,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/16/13 12:00 AM,pulsetranslator,0,1,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/16/13 12:00 AM,moztrap-tests,0,70,0,0,0,0,0,0,0,0,8,,,,,
Data for presentation:,01/16/13 12:00 AM,affiliates,0,1,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/16/13 12:00 AM,socialapi-demo,1,11,1,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,01/16/13 12:00 AM,django-browserid,0,30,0,0,0,0,0,0,0,0,6,,,,,
Data for presentation:,01/16/13 12:00 AM,addon-sdk,0,90,0,0,4,0,0,0,0,0,13,,,,,
Data for presentation:,01/16/13 12:00 AM,prospector,0,1,2,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,01/16/13 12:00 AM,personatestuser.org,1,2,1,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,01/16/13 12:00 AM,blushproof,0,60,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,01/16/13 12:00 AM,gcli,0,0,0,0,2,0,0,0,0,0,1,,,,,
Data for presentation:,01/16/13 12:00 AM,openbadges-backpack,0,243,21,0,0,0,0,0,0,0,20,,,,,
Data for presentation:,01/16/13 12:00 AM,cookiemonster,0,1,1,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/16/13 12:00 AM,Affiliates-Tests,0,2,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/16/13 12:00 AM,pdf.js,0,1081,8,0,1,0,0,0,0,0,78,,,,,
Data for presentation:,01/16/13 12:00 AM,areweslimyet,0,10,2,0,6,0,0,0,0,0,3,,,,,
Data for presentation:,01/16/13 12:00 AM,mozillians-tests,0,51,0,0,0,0,0,0,0,0,8,,,,,
Data for presentation:,01/16/13 12:00 AM,web-components,0,0,1,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/16/13 12:00 AM,bedrock,0,24,0,0,3,0,0,0,0,0,6,,,,,
Data for presentation:,01/16/13 12:00 AM,django-memcached-pool,0,1,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/16/13 12:00 AM,lightbeam,0,56,1,0,10,0,0,0,0,0,9,,,,,
Data for presentation:,01/16/13 12:00 AM,picl-server,0,22,1,0,7,0,0,0,0,0,4,,,,,
Data for presentation:,01/16/13 12:00 AM,openbadges.org,0,25,1,0,0,0,0,0,0,0,7,,,,,
Data for presentation:,01/16/13 12:00 AM,kpiggybank,0,0,1,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/16/13 12:00 AM,standup-irc,0,1,1,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/16/13 12:00 AM,kitsune,0,255,0,0,2,0,0,0,0,0,11,,,,,
Data for presentation:,01/16/13 12:00 AM,betafarm,0,1,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/16/13 12:00 AM,configman,0,5,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,01/16/13 12:00 AM,moz-grid-config,0,8,0,0,0,0,0,0,0,0,6,,,,,
Data for presentation:,01/16/13 12:00 AM,kpi-dashboard,0,1,1,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/16/13 12:00 AM,funfactory,0,2,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/16/13 12:00 AM,remo,0,28,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,01/16/13 12:00 AM,mcom-tests,0,24,0,0,0,0,0,0,0,0,6,,,,,
Data for presentation:,01/16/13 12:00 AM,mozmill-ci,0,20,1,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,01/16/13 12:00 AM,app-validator,0,5,0,0,12,0,0,0,0,0,8,,,,,
Data for presentation:,01/16/13 12:00 AM,calculator,0,40,2,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,01/16/13 12:00 AM,dxr,0,22,2,0,0,0,0,0,0,0,5,,,,,
Data for presentation:,01/16/13 12:00 AM,bidpom,0,7,0,0,0,0,0,0,0,0,6,,,,,
Data for presentation:,01/16/13 12:00 AM,memchaser,0,4,1,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,01/16/13 12:00 AM,Addon-Tests,0,9,0,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,01/16/13 12:00 AM,playdoh-lib,0,3,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/16/13 12:00 AM,awsbox,0,2,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/16/13 12:00 AM,browserid-cookbook,0,5,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/16/13 12:00 AM,mozwebqa-bot,0,20,1,0,0,0,0,0,0,0,5,,,,,
Data for presentation:,01/16/13 12:00 AM,openbadger,0,14,1,0,0,0,0,0,0,0,5,,,,,
Data for presentation:,01/16/13 12:00 AM,slowparse,0,7,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/16/13 12:00 AM,mozillians,0,34,0,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,01/16/13 12:00 AM,input.mozilla.org,0,0,1,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/16/13 12:00 AM,jschannel,1,0,1,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/16/13 12:00 AM,dragnet,0,7,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/16/13 12:00 AM,mozdownload,0,5,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/16/13 12:00 AM,make.mozilla.org,0,7,9,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/16/13 12:00 AM,anodejsholidayseason,0,0,0,0,1,0,0,0,0,0,1,,,,,
Data for presentation:,01/16/13 12:00 AM,butter,5,4,5,0,0,0,0,0,0,0,6,,,,,
Data for presentation:,01/16/13 12:00 AM,shumway,0,22,0,0,6,0,0,0,0,0,5,,,,,
Data for presentation:,01/16/13 12:00 AM,firefox-flicks,0,39,0,0,1,0,0,0,0,0,5,,,,,
Data for presentation:,01/16/13 12:00 AM,i18n-abide,0,11,2,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,01/16/13 12:00 AM,basket,0,2,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/16/13 12:00 AM,bouncer-tests,0,2,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,02/15/13 12:00 AM,CSOL-site,0,74,0,0,0,0,0,0,0,0,8,,,,,
Data for presentation:,02/15/13 12:00 AM,marketplace-tests,0,48,0,0,0,0,0,0,0,0,7,,,,,
Data for presentation:,02/15/13 12:00 AM,socorro,0,90,0,0,0,0,0,0,5,0,8,,,,,
Data for presentation:,02/15/13 12:00 AM,r2d2b2g,0,119,6,0,0,0,0,0,0,0,25,,,,,
Data for presentation:,02/15/13 12:00 AM,nightlytt,0,55,0,0,2,0,0,0,0,0,4,,,,,
Data for presentation:,02/15/13 12:00 AM,elasticutils,0,7,1,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,02/15/13 12:00 AM,wiki-tests,0,7,0,0,0,0,0,0,0,0,6,,,,,
Data for presentation:,02/15/13 12:00 AM,monolith-aggregator,0,6,0,0,3,0,0,0,0,0,2,,,,,
Data for presentation:,02/15/13 12:00 AM,socorro-crashstats,0,37,0,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,02/15/13 12:00 AM,webdev-contributors,0,6,0,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,02/15/13 12:00 AM,source,0,45,1,0,0,0,0,0,0,0,5,,,,,
Data for presentation:,02/15/13 12:00 AM,mediawiki-bugzilla,0,0,1,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,02/15/13 12:00 AM,kuma,0,117,0,0,0,0,0,0,0,0,9,,,,,
Data for presentation:,02/15/13 12:00 AM,fjord,0,54,0,0,0,0,0,0,0,0,5,,,,,
Data for presentation:,02/15/13 12:00 AM,identity-ops,0,9,1,0,0,0,0,0,0,0,5,,,,,
Data for presentation:,02/15/13 12:00 AM,solitude,0,6,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,02/15/13 12:00 AM,moztrap,0,3,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,02/15/13 12:00 AM,scrumbugz,0,6,3,0,0,0,0,0,0,0,5,,,,,
Data for presentation:,02/15/13 12:00 AM,webpay,0,11,0,0,3,0,0,0,0,0,4,,,,,
Data for presentation:,02/15/13 12:00 AM,bleach,0,16,1,0,0,0,0,0,0,0,5,,,,,
Data for presentation:,02/15/13 12:00 AM,fireplace,0,83,0,0,51,0,0,0,0,0,12,,,,,
Data for presentation:,02/15/13 12:00 AM,doctorjs,0,2,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,02/15/13 12:00 AM,picl-keyserver,0,15,0,0,3,0,0,0,0,0,3,,,,,
Data for presentation:,02/15/13 12:00 AM,caravela,0,9,9,44,0,0,0,0,0,0,13,,,,,
Data for presentation:,02/15/13 12:00 AM,kumascript,0,1,1,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,02/15/13 12:00 AM,zamboni,0,116,0,0,261,0,0,0,0,0,24,,,,,
Data for presentation:,02/15/13 12:00 AM,mozwebqa-test-templates,0,1,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,02/15/13 12:00 AM,persona-yahoo-bridge,0,109,7,0,0,0,0,0,0,0,12,,,,,
Data for presentation:,02/15/13 12:00 AM,popcorn-js,9,7,9,0,0,0,0,0,0,0,7,,,,,
Data for presentation:,02/15/13 12:00 AM,mozmill-dashboard,0,6,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,02/15/13 12:00 AM,nunjucks,0,36,0,0,0,0,0,0,0,0,7,,,,,
Data for presentation:,02/15/13 12:00 AM,mortar-tab-view,0,1,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,02/15/13 12:00 AM,mdn-tests,0,15,0,0,0,0,0,0,0,0,6,,,,,
Data for presentation:,02/15/13 12:00 AM,togetherjs,0,394,2,0,8,0,0,0,0,0,7,,,,,
Data for presentation:,02/15/13 12:00 AM,rhino,2,9,3,0,0,0,0,0,0,0,11,,,,,
Data for presentation:,02/15/13 12:00 AM,remo-tests,0,11,0,0,0,0,0,0,0,0,5,,,,,
Data for presentation:,02/15/13 12:00 AM,picl-desktop-client,0,0,2,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,02/15/13 12:00 AM,home-snippets-server,0,1,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,02/15/13 12:00 AM,mozbase-deprecated,0,2,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,02/15/13 12:00 AM,django-badger,0,13,9,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,02/15/13 12:00 AM,playdoh,0,14,1,0,0,0,0,0,0,0,6,,,,,
Data for presentation:,02/15/13 12:00 AM,affiliates,0,1,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,02/15/13 12:00 AM,moztrap-tests,0,60,0,0,0,0,0,0,0,0,8,,,,,
Data for presentation:,02/15/13 12:00 AM,socialapi-demo,0,1,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,02/15/13 12:00 AM,django-browserid,0,45,0,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,02/15/13 12:00 AM,addon-sdk,0,76,0,0,2,0,0,0,0,0,11,,,,,
Data for presentation:,02/15/13 12:00 AM,blushproof,0,53,0,0,2,0,0,0,0,0,5,,,,,
Data for presentation:,02/15/13 12:00 AM,openbadges-backpack,0,793,36,0,2,0,0,0,0,0,22,,,,,
Data for presentation:,02/15/13 12:00 AM,cookiemonster,0,7,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,02/15/13 12:00 AM,Affiliates-Tests,0,2,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,02/15/13 12:00 AM,pdf.js,0,1680,19,0,0,0,0,0,0,0,130,,,,,
Data for presentation:,02/15/13 12:00 AM,areweslimyet,0,7,7,0,0,0,0,0,0,0,2,,,,,
