,Date,repo,pulls_count, issue_comment_count, issues_count, review_comments_count, comments_count, commits_count,events_count, issue_events_count, releases_count, tags_count,contributors_count,,,,,
Data for presentation:,12/07/14 12:00 AM,webmaker-addons,0,3,1,4,0,0,0,0,0,0,3,,,,,
Data for presentation:,12/07/14 12:00 AM,mozmill-automation,0,18,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,12/07/14 12:00 AM,node-janus,0,3,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,12/07/14 12:00 AM,self-repair-server,0,0,1,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,12/07/14 12:00 AM,build-mar,0,2,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,12/07/14 12:00 AM,charts,0,1,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,12/07/14 12:00 AM,mozregression,0,45,0,0,0,0,0,0,0,0,5,,,,,
Data for presentation:,12/07/14 12:00 AM,marketplace-constants,0,2,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,12/07/14 12:00 AM,bedrock,0,149,0,0,0,0,0,0,0,0,11,,,,,
Data for presentation:,12/07/14 12:00 AM,masche,0,0,0,0,1,0,0,0,0,0,1,,,,,
Data for presentation:,12/07/14 12:00 AM,fxa-relier-client,0,10,0,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,12/07/14 12:00 AM,source-map,0,10,0,0,1,0,0,0,0,0,4,,,,,
Data for presentation:,12/07/14 12:00 AM,django-memcached-pool,0,0,2,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,12/07/14 12:00 AM,lightbeam,0,22,0,0,0,0,0,0,0,0,8,,,,,
Data for presentation:,12/07/14 12:00 AM,build-relengapi,0,61,1,0,0,0,0,0,0,0,7,,,,,
Data for presentation:,12/07/14 12:00 AM,seasponge,0,13,2,0,1,0,0,0,1,0,2,,,,,
Data for presentation:,12/07/14 12:00 AM,theopenstandard,0,3,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,12/07/14 12:00 AM,dxr,0,21,0,0,0,0,0,0,0,0,6,,,,,
Data for presentation:,12/07/14 12:00 AM,kitsune,0,152,0,0,3,0,0,0,0,0,6,,,,,
Data for presentation:,12/07/14 12:00 AM,moz-corsica,0,5,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,12/07/14 12:00 AM,configman,0,2,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,12/07/14 12:00 AM,node-firefox-find-ports,0,64,2,0,3,0,0,0,0,0,3,,,,,
Data for presentation:,12/07/14 12:00 AM,webmaker.org,0,32,0,0,1,0,0,0,0,0,8,,,,,
Data for presentation:,12/07/14 12:00 AM,ateam-bootcamp,0,1,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,12/07/14 12:00 AM,node-firefox,0,2,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,12/07/14 12:00 AM,build-runner,0,12,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,12/07/14 12:00 AM,remo,0,68,0,0,0,0,0,0,1,0,7,,,,,
Data for presentation:,12/07/14 12:00 AM,cipherscan,0,13,0,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,12/07/14 12:00 AM,badges.mozilla.org,0,2,2,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,12/07/14 12:00 AM,mcom-tests,0,11,0,0,0,0,0,0,0,0,7,,,,,
Data for presentation:,12/07/14 12:00 AM,mozmill-ci,0,20,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,12/07/14 12:00 AM,nunjucks-docs,0,1,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,12/07/14 12:00 AM,school-of-webmaking,0,0,2,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,12/07/14 12:00 AM,steeplechase,0,1,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,12/07/14 12:00 AM,marketplace-env,0,5,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,12/07/14 12:00 AM,balrog,0,7,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,12/07/14 12:00 AM,fxa-js-client,0,3,0,0,0,0,0,0,1,0,2,,,,,
Data for presentation:,12/07/14 12:00 AM,fxa-auth-db-server,0,24,0,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,12/07/14 12:00 AM,airmozilla,0,90,0,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,12/07/14 12:00 AM,webmaker-landing-pages,0,2,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,12/07/14 12:00 AM,fxa-auth-server,0,34,0,0,0,0,0,0,0,0,9,,,,,
Data for presentation:,12/07/14 12:00 AM,ember-cli-fxos,0,3,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,12/07/14 12:00 AM,webmaker-android,0,263,0,0,0,0,0,0,0,0,23,,,,,
Data for presentation:,12/07/14 12:00 AM,spartacus,0,16,0,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,12/07/14 12:00 AM,Addon-Tests,0,7,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,12/07/14 12:00 AM,relman-auto-nag,0,0,1,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,12/07/14 12:00 AM,bsd-forms-and-wrappers,0,28,0,0,0,0,0,0,0,0,6,,,,,
Data for presentation:,12/07/14 12:00 AM,mozillians,0,43,0,0,0,0,0,0,1,0,7,,,,,
Data for presentation:,12/07/14 12:00 AM,persona,0,10,0,0,0,0,0,0,0,0,8,,,,,
Data for presentation:,12/07/14 12:00 AM,webmaker-profile-2,0,1,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,12/07/14 12:00 AM,events.webmaker.org,0,2,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,12/07/14 12:00 AM,mozdownload,0,11,0,0,0,0,0,0,0,0,5,,,,,
Data for presentation:,12/07/14 12:00 AM,nucleus,0,1,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,12/07/14 12:00 AM,mozillians-tests,0,12,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,12/07/14 12:00 AM,marketplace-api-mock,0,2,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,12/07/14 12:00 AM,webmaker-metrics,0,4,1,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,12/07/14 12:00 AM,shumway,0,286,19,0,1,0,0,0,0,0,13,,,,,
Data for presentation:,12/07/14 12:00 AM,chronicle,0,139,4,0,4,0,0,0,0,0,6,,,,,
Data for presentation:,12/07/14 12:00 AM,openbadges-validator,1,2,2,0,0,0,0,0,0,0,5,,,,,
Data for presentation:,12/07/14 12:00 AM,fxpay,0,18,0,0,1,0,0,0,0,0,4,,,,,
Data for presentation:,12/07/14 12:00 AM,MozStumbler,0,182,4,0,3,0,0,0,2,0,27,,,,,
Data for presentation:,12/07/14 12:00 AM,basket,0,2,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,12/07/14 12:00 AM,webmaker-app-cordova,0,9,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,12/07/14 12:00 AM,treeherder,0,9,0,0,0,0,0,0,0,0,5,,,,,
Data for presentation:,12/07/14 12:00 AM,fxa-local-dev,0,3,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/06/15 12:00 AM,fxa-profile-server,0,10,0,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,01/06/15 12:00 AM,pluotsorbet,0,369,41,0,1,0,0,0,0,0,12,,,,,
Data for presentation:,01/06/15 12:00 AM,mod_authnz_persona,0,7,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,pytest-mozwebqa,0,5,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,sugardough,0,66,2,0,0,0,0,0,0,0,8,,,,,
Data for presentation:,01/06/15 12:00 AM,fxa-customs-server,0,1,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/06/15 12:00 AM,marketplace-tests,0,60,0,0,0,0,0,0,0,0,7,,,,,
Data for presentation:,01/06/15 12:00 AM,kitsune,0,211,0,0,4,0,0,0,0,0,11,,,,,
Data for presentation:,01/06/15 12:00 AM,fxa-oauth-server,0,82,0,0,0,0,0,0,0,0,8,,,,,
Data for presentation:,01/06/15 12:00 AM,marketplace-style-guide,0,4,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,elasticutils,0,2,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,amo-validator,0,33,0,0,0,0,0,0,0,0,5,,,,,
Data for presentation:,01/06/15 12:00 AM,tls-observatory,0,7,0,0,2,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,transonic,0,3,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,01/06/15 12:00 AM,server-side-tls,0,5,0,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,01/06/15 12:00 AM,One-Mozilla-blog,0,10,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,01/06/15 12:00 AM,ichnaea,0,24,2,0,0,0,0,0,0,0,6,,,,,
Data for presentation:,01/06/15 12:00 AM,webmaker-curriculum,0,280,0,0,0,0,0,0,0,0,17,,,,,
Data for presentation:,01/06/15 12:00 AM,masterfirefoxos,0,162,0,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,01/06/15 12:00 AM,high-fidelity,0,1,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/06/15 12:00 AM,fxa-content-server,0,178,3,0,0,0,0,0,0,0,18,,,,,
Data for presentation:,01/06/15 12:00 AM,mediawiki-bugzilla,0,3,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,01/06/15 12:00 AM,kuma,0,210,0,0,29,0,0,0,0,0,14,,,,,
Data for presentation:,01/06/15 12:00 AM,fxa-dev,0,23,0,0,0,0,0,0,0,0,5,,,,,
Data for presentation:,01/06/15 12:00 AM,ouija,0,12,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,github-org-scripts,0,3,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,PyFxA,0,11,1,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,01/06/15 12:00 AM,solitude,0,15,0,0,0,0,0,0,0,0,5,,,,,
Data for presentation:,01/06/15 12:00 AM,mozilla-opennews,0,159,0,0,0,0,0,0,0,0,5,,,,,
Data for presentation:,01/06/15 12:00 AM,releng-jacuzzis,0,1,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/06/15 12:00 AM,build-tools,0,5,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,01/06/15 12:00 AM,mofo-metrics,0,1,4,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/06/15 12:00 AM,moztrap,1,27,1,0,0,0,0,0,0,0,8,,,,,
Data for presentation:,01/06/15 12:00 AM,fxa-auth-mailer,0,4,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,01/06/15 12:00 AM,webpay,0,20,0,0,0,0,0,0,0,0,7,,,,,
Data for presentation:,01/06/15 12:00 AM,bleach,0,1,1,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/06/15 12:00 AM,socorro,0,163,0,0,0,0,0,0,0,0,13,,,,,
Data for presentation:,01/06/15 12:00 AM,fireplace,0,303,0,0,10,0,0,0,0,0,14,,,,,
Data for presentation:,01/06/15 12:00 AM,moz-git-tools,0,12,1,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,01/06/15 12:00 AM,doctorjs,0,3,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,01/06/15 12:00 AM,oneanddone,0,150,0,0,0,0,0,0,0,0,6,,,,,
Data for presentation:,01/06/15 12:00 AM,marketplace-core-modules,0,16,0,0,0,0,0,0,4,0,6,,,,,
Data for presentation:,01/06/15 12:00 AM,git-bz-moz,0,4,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,loop-client,0,2,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,testdaybot,0,155,1,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,01/06/15 12:00 AM,zamboni,0,158,0,0,1,0,0,0,0,0,13,,,,,
Data for presentation:,01/06/15 12:00 AM,learning-pathways-whitepaper,0,10,10,32,0,0,0,0,0,0,8,,,,,
Data for presentation:,01/06/15 12:00 AM,trunion,0,6,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,login.webmaker.org,0,7,3,0,0,0,0,0,0,0,5,,,,,
Data for presentation:,01/06/15 12:00 AM,mozmill-dashboard,0,8,0,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,01/06/15 12:00 AM,valence,0,41,2,0,0,0,0,0,0,0,7,,,,,
Data for presentation:,01/06/15 12:00 AM,firefox-ui-tests,0,50,0,0,0,0,0,0,0,0,6,,,,,
Data for presentation:,01/06/15 12:00 AM,thimble.mozilla.org,0,8,0,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,01/06/15 12:00 AM,nunjucks,0,102,1,0,0,0,0,0,1,0,21,,,,,
Data for presentation:,01/06/15 12:00 AM,layerscope,0,10,0,0,4,0,0,0,0,0,1,,,,,
Data for presentation:,01/06/15 12:00 AM,node-convict,0,15,0,0,0,0,0,0,0,0,5,,,,,
Data for presentation:,01/06/15 12:00 AM,metrics-graphics,0,138,1,0,1,0,0,0,1,0,27,,,,,
Data for presentation:,01/06/15 12:00 AM,webmaker-events-service,0,0,1,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/06/15 12:00 AM,commonplace,1,1,1,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,01/06/15 12:00 AM,node-firefox-connect,0,4,1,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,makerstrap,0,4,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,signing-clients,0,12,2,0,2,0,0,0,0,0,3,,,,,
Data for presentation:,01/06/15 12:00 AM,marketplace-docs,0,7,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,01/06/15 12:00 AM,node-firefox-install-app,0,0,2,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/06/15 12:00 AM,zest,0,0,1,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/06/15 12:00 AM,rr,0,70,2,0,0,0,0,0,0,0,9,,,,,
Data for presentation:,01/06/15 12:00 AM,togetherjs,1,5,2,0,0,0,0,0,0,0,7,,,,,
Data for presentation:,01/06/15 12:00 AM,MozDef,0,2,2,0,0,0,0,0,1,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,build-relengdocs,0,3,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,Fira,0,3,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,rhino,0,10,1,0,0,0,0,0,1,0,5,,,,,
Data for presentation:,01/06/15 12:00 AM,mdn-devtool,0,11,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,fxa-content-server-l10n,0,7,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,srihash.org,0,38,4,0,13,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,fjord,0,212,0,0,0,0,0,0,0,0,9,,,,,
Data for presentation:,01/06/15 12:00 AM,node-firefox-find-app,0,1,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/06/15 12:00 AM,buddyup,0,22,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,01/06/15 12:00 AM,popcorn-js,1,9,3,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,01/06/15 12:00 AM,legal-docs,0,7,0,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,01/06/15 12:00 AM,lorax,0,18,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,01/06/15 12:00 AM,splice,0,11,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,django-browserid,0,3,0,0,0,0,0,0,1,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,Socorro-Tests,0,26,0,0,0,0,0,0,0,0,7,,,,,
Data for presentation:,01/06/15 12:00 AM,addon-sdk,3,23,3,0,0,0,0,0,0,0,9,,,,,
Data for presentation:,01/06/15 12:00 AM,addons-server,0,85,0,0,2,0,0,0,0,0,12,,,,,
Data for presentation:,01/06/15 12:00 AM,marketplace-tests-gaia,0,26,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,webmaker-login-ux,0,68,13,0,0,0,0,0,0,0,19,,,,,
Data for presentation:,01/06/15 12:00 AM,openbadges-backpack,0,2,1,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,01/06/15 12:00 AM,treeherder-ui-deprecated,0,43,0,0,0,0,0,0,0,0,8,,,,,
Data for presentation:,01/06/15 12:00 AM,masterfirefoxos-l10n,0,4,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,fxa-auth-db-mem,0,5,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,marketplace-operator-dashboard,0,5,0,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,01/06/15 12:00 AM,BrowserQuest,0,2,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/06/15 12:00 AM,fxa-auth-db-mysql,0,5,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,01/06/15 12:00 AM,build.webmaker.org,0,40,12,0,0,0,0,0,0,0,9,,,,,
Data for presentation:,01/06/15 12:00 AM,mozjpeg,0,3,4,0,0,0,0,0,0,0,5,,,,,
Data for presentation:,01/06/15 12:00 AM,pdf.js,0,451,9,0,3,0,0,0,0,0,48,,,,,
Data for presentation:,01/06/15 12:00 AM,areweslimyet,0,22,2,0,0,0,0,0,0,0,6,,,,,
Data for presentation:,01/06/15 12:00 AM,apk-factory-service,0,6,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,01/06/15 12:00 AM,marketplace-api-mock,0,1,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/06/15 12:00 AM,moz-games,0,1,1,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/06/15 12:00 AM,vtt.js,0,10,1,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,01/06/15 12:00 AM,commbadge,0,2,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,webmaker-addons,0,13,4,0,1,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,mozmill-automation,0,8,0,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,01/06/15 12:00 AM,opsec-puppet,0,2,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,steeplechase,0,4,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,marketplace-gulp,0,2,1,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,webmaker-app-publisher,0,15,0,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,01/06/15 12:00 AM,webmaker-download-locales,0,1,4,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,self-repair-server,0,7,4,0,1,0,0,0,0,0,3,,,,,
Data for presentation:,01/06/15 12:00 AM,sumo-tests,0,3,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,mozregression,0,25,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,01/06/15 12:00 AM,bedrock,0,340,0,0,2,0,0,0,0,0,19,,,,,
Data for presentation:,01/06/15 12:00 AM,oldpto,0,1,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/06/15 12:00 AM,moz-corsica,0,2,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/06/15 12:00 AM,fxa-relier-client,0,33,0,0,0,0,0,0,0,0,5,,,,,
Data for presentation:,01/06/15 12:00 AM,source-map,0,65,0,0,0,0,0,0,0,0,9,,,,,
Data for presentation:,01/06/15 12:00 AM,mozilla_ci_tools,0,4,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,fxa-auth-server,0,54,0,0,0,0,0,0,0,0,13,,,,,
Data for presentation:,01/06/15 12:00 AM,lightbeam,0,65,3,0,0,0,0,0,0,0,8,,,,,
Data for presentation:,01/06/15 12:00 AM,balrog,0,6,0,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,01/06/15 12:00 AM,node-firefox-start-simulator,0,17,2,0,0,0,0,0,0,0,5,,,,,
Data for presentation:,01/06/15 12:00 AM,contribute.json,0,5,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,01/06/15 12:00 AM,galaxy.js-mobile-gamepad,0,3,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/06/15 12:00 AM,wiki.mozilla.org,0,1,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/06/15 12:00 AM,configman,0,12,1,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,node-firefox-find-ports,0,17,0,0,4,0,0,0,0,0,5,,,,,
Data for presentation:,01/06/15 12:00 AM,makeapi-client,0,2,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,goggles.mozilla.org,0,102,0,0,0,0,0,0,0,0,13,,,,,
Data for presentation:,01/06/15 12:00 AM,webmaker.org,0,472,35,0,0,0,0,0,0,0,40,,,,,
Data for presentation:,01/06/15 12:00 AM,node-firefox-find-simulators,1,37,1,0,0,0,0,0,0,0,7,,,,,
Data for presentation:,01/06/15 12:00 AM,ateam-bootcamp,0,10,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,01/06/15 12:00 AM,node-firefox,0,24,9,0,0,0,0,0,0,0,6,,,,,
Data for presentation:,01/06/15 12:00 AM,fhr-jelly,0,2,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,remo,0,87,0,0,0,0,0,0,5,0,7,,,,,
Data for presentation:,01/06/15 12:00 AM,cipherscan,0,4,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,badges.mozilla.org,0,20,10,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,mcom-tests,0,10,0,0,0,0,0,0,0,0,5,,,,,
Data for presentation:,01/06/15 12:00 AM,mozmill-ci,0,38,0,0,0,0,0,0,0,0,8,,,,,
Data for presentation:,01/06/15 12:00 AM,webmaker-firehose,0,7,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,01/06/15 12:00 AM,crontabber,0,5,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,app-validator,0,7,0,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,01/06/15 12:00 AM,marketplace-env,0,10,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,01/06/15 12:00 AM,build-relengapi,0,40,0,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,01/06/15 12:00 AM,dxr,0,60,0,0,0,0,0,0,0,0,7,,,,,
Data for presentation:,01/06/15 12:00 AM,fxapom,0,1,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/06/15 12:00 AM,fxa-js-client,0,10,0,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,01/06/15 12:00 AM,fxa-auth-db-server,0,40,0,0,0,0,0,0,0,0,5,,,,,
Data for presentation:,01/06/15 12:00 AM,audit-go,0,13,1,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,01/06/15 12:00 AM,airmozilla,0,86,0,0,0,0,0,0,0,0,5,,,,,
Data for presentation:,01/06/15 12:00 AM,seasponge,0,44,1,0,8,0,0,0,0,0,5,,,,,
Data for presentation:,01/06/15 12:00 AM,webmaker-landing-pages,0,2,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,memchaser,0,29,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,spartacus,0,30,0,0,0,0,0,0,0,0,7,,,,,
Data for presentation:,01/06/15 12:00 AM,Addon-Tests,0,23,0,0,0,0,0,0,0,0,6,,,,,
Data for presentation:,01/06/15 12:00 AM,webliteracymap,0,23,4,0,0,0,0,0,0,0,5,,,,,
Data for presentation:,01/06/15 12:00 AM,telemetry-server,1,2,1,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,01/06/15 12:00 AM,mig,0,3,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,bsd-forms-and-wrappers,0,6,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,release-blog,0,1,2,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/06/15 12:00 AM,oneanddone-tests,0,3,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,01/06/15 12:00 AM,popcorn.webmaker.org,0,12,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,01/06/15 12:00 AM,awsbox,0,1,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/06/15 12:00 AM,mozillians,0,106,0,0,0,0,0,0,4,0,7,,,,,
Data for presentation:,01/06/15 12:00 AM,persona,0,8,0,0,0,0,0,0,0,0,6,,,,,
Data for presentation:,01/06/15 12:00 AM,webmaker-profile-2,0,8,0,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,01/06/15 12:00 AM,events.webmaker.org,0,8,4,0,0,0,0,0,0,0,4,,,,,
Data for presentation:,01/06/15 12:00 AM,mozdownload,0,34,2,0,0,0,0,0,0,0,6,,,,,
Data for presentation:,01/06/15 12:00 AM,ember-cli-fxos,0,2,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/06/15 12:00 AM,mozillians-tests,0,3,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/06/15 12:00 AM,webmaker-android,0,653,0,0,0,0,0,0,0,0,22,,,,,
Data for presentation:,01/06/15 12:00 AM,webmaker-metrics,0,5,1,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,01/06/15 12:00 AM,shumway,0,211,16,0,0,0,0,0,0,0,17,,,,,
Data for presentation:,01/06/15 12:00 AM,chronicle,0,352,104,0,19,0,0,0,0,0,10,,,,,
Data for presentation:,01/06/15 12:00 AM,npm-lockdown,0,9,0,0,0,0,0,0,0,0,7,,,,,
Data for presentation:,01/06/15 12:00 AM,brackets,0,15,0,0,0,0,0,0,0,0,5,,,,,
Data for presentation:,01/06/15 12:00 AM,openbadges-validator,0,1,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/06/15 12:00 AM,fxpay,0,26,0,0,0,0,0,0,6,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,MozStumbler,0,197,11,0,1,0,0,0,3,0,19,,,,,
Data for presentation:,01/06/15 12:00 AM,mozmill-environment,0,1,0,0,0,0,0,0,0,0,1,,,,,
Data for presentation:,01/06/15 12:00 AM,chronicle-addon,0,9,2,0,2,0,0,0,0,0,3,,,,,
Data for presentation:,01/06/15 12:00 AM,socorro-infra,0,7,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,basket,0,5,0,0,0,0,0,0,0,0,2,,,,,
Data for presentation:,01/06/15 12:00 AM,webmaker-app-cordova,0,18,0,0,0,0,0,0,0,0,3,,,,,
Data for presentation:,01/06/15 12:00 AM,treeherder,0,91,0,0,0,0,0,0,0,0,7,,,,,
Data for presentation:,01/06/15 12:00 AM,MakeAPI,0,9,1,0,0,0,0,0,0,0,2,,,,,
